"ctd_file","cruise","event","lat","lon","trip","id","date","time","dens1","oxy1","theta1","sal1","scan","temp1","pressure","cond1","bottle","dens2","oxy2","theta2","sal2","temp2","cond2","fluor1","fluor2","ph","opt_phase","opt_temp"
166607," BCD2001666",7,44.2667,-63.3167,1,234751," ""Sep 18 2001"""," ""13:04:12""",21.8845,6.44078,,28.576,,18.158,1,,1,,,,,,,0.05075,"","","",""
166607," BCD2001666",7,44.2667,-63.3167,2,234752," ""Sep 18 2001"""," ""13:04:12""",22.3525,5.41843,,31.2303,,18.1505,10,,2,,,,,,,2.027,"","","",""
166607," BCD2001666",7,44.2667,-63.3167,3,234753," ""Sep 18 2001"""," ""13:04:12""",22.3537,5.41341,,31.2301,,18.1462,20,,3,,,,,,,2.095,"","","",""
166607," BCD2001666",7,44.2667,-63.3167,4,234754," ""Sep 18 2001"""," ""13:04:12""",24.2379,5.44424,,32.0444,,12.3905,30,,4,,,,,,,2.021,"","","",""
166607," BCD2001666",7,44.2667,-63.3167,5,234755," ""Sep 18 2001"""," ""13:04:12""",25.3527,5.76625,,32.3048,,6.8422,40,,5,,,,,,,1.323,"","","",""
166607," BCD2001666",7,44.2667,-63.3167,6,234756," ""Sep 18 2001"""," ""13:04:12""",25.9091,5.76846,,32.6207,,3.5832,50,,6,,,,,,,0.8564,"","","",""
166607," BCD2001666",7,44.2667,-63.3167,7,234757," ""Sep 18 2001"""," ""13:04:12""",25.9699,5.57407,,32.5671,,2.6917,60,,7,,,,,,,0.4442,"","","",""
166607," BCD2001666",7,44.2667,-63.3167,8,234758," ""Sep 18 2001"""," ""13:04:12""",26.1304,5.78439,,32.7948,,3.0222,80,,8,,,,,,,0.359,"","","",""
166607," BCD2001666",7,44.2667,-63.3167,9,234759," ""Sep 18 2001"""," ""13:04:12""",26.319,5.6107,,33.1726,,4.1167,100,,9,,,,,,,0.3288,"","","",""
166607," BCD2001666",7,44.2667,-63.3167,10,234760," ""Sep 18 2001"""," ""13:04:12""",26.6521,4.50191,,34.0072,,6.9066,140,,10,,,,,,,0.3074,"","","",""
