"ctd_file","cruise","event","lat","lon","trip","id","date","time","dens1","oxy1","theta1","sal1","scan","temp1","pressure","cond1","bottle","dens2","oxy2","theta2","sal2","temp2","cond2","fluor1","fluor2","ph","opt_phase","opt_temp"
1366960," BCD2013669",1,44.9307,-66.8495,5,370525," ""Jan 14 2013"""," ""13:36:46""",25.5065,6.35726,,32.3946,1620,5.9008,0.826,3.196539,5,,,,,,,2.596,"","","",""
1366960," BCD2013669",1,44.9307,-66.8495,4,370524," ""Jan 14 2013"""," ""13:38:13""",25.5158,6.71315,,32.4068,2319,5.9042,10.608,3.198342,4,,,,,,,1.0068,"","","",""
1366960," BCD2013669",1,44.9307,-66.8495,3,370523," ""Jan 14 2013"""," ""13:38:38""",25.5181,6.73564,,32.4116,2517,5.9173,25.808,3.20055,3,,,,,,,0.9569,"","","",""
1366960," BCD2013669",1,44.9307,-66.8495,2,370522," ""Jan 14 2013"""," ""13:39:20""",25.5268,6.74093,,32.4261,2854,5.9426,50.89,3.205096,2,,,,,,,0.9526,"","","",""
1366960," BCD2013669",1,44.9307,-66.8495,1,370521," ""Jan 14 2013"""," ""13:40:30""",25.5917,6.69383,,32.5722,3413,6.3547,91.901,3.255351,1,,,,,,,0.8782,"","","",""
1366960," BCD2013669",2,44.9307,-66.8495,5,370530," ""Feb 11 2013"""," ""15:14:44""",25.7522,5.00275,,32.3558,1739,3.2601,2.127,2.970664,5,,,,,,,2.9234,"","","",""
1366960," BCD2013669",2,44.9307,-66.8495,4,370529," ""Feb 11 2013"""," ""15:14:55""",25.7961,6.71545,,32.4115,1830,3.266,10.787,2.976162,4,,,,,,,0.7889,"","","",""
1366960," BCD2013669",2,44.9307,-66.8495,3,370528," ""Feb 11 2013"""," ""15:15:15""",25.8016,7.26629,,32.4156,1987,3.2423,25.744,2.975192,3,,,,,,,0.9016,"","","",""
1366960," BCD2013669",2,44.9307,-66.8495,2,370527," ""Feb 11 2013"""," ""15:15:49""",25.8012,7.29156,,32.4172,2260,3.262,50.986,2.978066,2,,,,,,,0.9186,"","","",""
1366960," BCD2013669",2,44.9307,-66.8495,1,370526," ""Feb 11 2013"""," ""15:16:54""",25.8005,7.29919,,32.4161,2779,3.2628,96.159,2.980016,1,,,,,,,0.9207,"","","",""
1366960," BCD2013669",3,44.9307,-66.8495,5,370535," ""Mar 25 2013"""," ""12:30:47""",25.3383,5.56711,,31.8398,1805,3.2908,1.863,2.930241,5,,,,,,,2.4429,"","","",""
1366960," BCD2013669",3,44.9307,-66.8495,4,370534," ""Mar 25 2013"""," ""12:31:04""",25.3641,7.08689,,31.873,1942,3.299,10.458,2.934057,4,,,,,,,1.0876,"","","",""
1366960," BCD2013669",3,44.9307,-66.8495,3,370533," ""Mar 25 2013"""," ""12:31:40""",25.3802,7.37595,,31.8911,2227,3.2797,25.508,2.934627,3,,,,,,,1.1748,"","","",""
1366960," BCD2013669",3,44.9307,-66.8495,2,370532," ""Mar 25 2013"""," ""12:32:43""",25.3972,7.39088,,31.9138,2732,3.2943,50.5,2.938805,2,,,,,,,1.1439,"","","",""
