"ctd_file","cruise","event","lat","lon","trip","id","date","time","dens1","oxy1","theta1","sal1","scan","temp1","pressure","cond1","bottle","dens2","oxy2","theta2","sal2","temp2","cond2","fluor1","fluor2","ph","opt_phase","opt_temp"
966820," BCD2009668",3,47.7833,-64.0333,10,295450," ""Jun 04 2009"""," ""13:23:13""",21.7213,3.40926,,27.9394,2707,8.1025,1.785,2.962595,10,,,,,,,0.873,"","","",""
966820," BCD2009668",3,47.7833,-64.0333,9,295449," ""Jun 04 2009"""," ""13:23:23""",21.9607,3.39892,,28.1774,2786,7.7049,5.36,2.955009,9,,,,,,,1.2,"","","",""
966820," BCD2009668",3,47.7833,-64.0333,8,295448," ""Jun 04 2009"""," ""13:23:37""",22.2146,3.39133,,28.46,2899,7.4568,10.385,2.962842,8,,,,,,,1.41,"","","",""
966820," BCD2009668",3,47.7833,-64.0333,7,295447," ""Jun 04 2009"""," ""13:24:05""",23.9511,3.35691,,30.0771,3122,3.0819,20.461,2.767268,7,,,,,,,0.617,"","","",""
966820," BCD2009668",3,47.7833,-64.0333,6,295446," ""Jun 04 2009"""," ""13:24:33""",24.6296,3.4415,,30.7384,3351,0.8161,30.555,2.645074,6,,,,,,,0.515,"","","",""
966820," BCD2009668",3,47.7833,-64.0333,5,295445," ""Jun 04 2009"""," ""13:25:02""",24.8229,3.42227,,30.9464,3581,0.2793,40.735,2.620029,5,,,,,,,0.373,"","","",""
966820," BCD2009668",3,47.7833,-64.0333,4,295444," ""Jun 04 2009"""," ""13:25:30""",25.1027,3.52371,,31.2953,3807,0.3089,50.686,2.649612,4,,,,,,,0.358,"","","",""
966820," BCD2009668",3,47.7833,-64.0333,3,295443," ""Jun 04 2009"""," ""13:25:59""",25.6385,3.2239,,31.936,4040,-0.1209,60.87,2.665117,3,,,,,,,0.369,"","","",""
966820," BCD2009668",3,47.7833,-64.0333,2,295442," ""Jun 04 2009"""," ""13:26:28""",25.9304,3.04549,,32.309,4269,0.0847,70.901,2.710315,2,,,,,,,0.337,"","","",""
966820," BCD2009668",3,47.7833,-64.0333,1,295441," ""Jun 04 2009"""," ""13:26:53""",25.9322,2.87246,,32.3113,4473,0.0857,79.603,2.710962,1,,,,,,,0.389,"","","",""
966820," BCD2009668",4,47.7833,-64.0333,10,295460," ""Jul 08 2009"""," ""12:58:14""",20.8299,3.17681,,28.1208,3608,14.2458,1.888,3.46474,10,,,,,,,0.791,"","","",""
966820," BCD2009668",4,47.7833,-64.0333,9,295459," ""Jul 08 2009"""," ""12:58:24""",20.8517,3.16559,,28.1393,3681,14.2085,5.485,3.463922,9,,,,,,,1.06,"","","",""
966820," BCD2009668",4,47.7833,-64.0333,8,295458," ""Jul 08 2009"""," ""12:58:37""",21.0361,3.18633,,28.2473,3786,13.6959,10.56,3.43463,8,,,,,,,1.66,"","","",""
966820," BCD2009668",4,47.7833,-64.0333,7,295457," ""Jul 08 2009"""," ""12:59:02""",24.0735,3.25524,,30.2232,3993,3.0066,20.475,2.773572,7,,,,,,,0.948,"","","",""
966820," BCD2009668",4,47.7833,-64.0333,6,295456," ""Jul 08 2009"""," ""12:59:28""",24.5764,3.38681,,30.7075,4199,1.3315,30.587,2.682689,6,,,,,,,0.628,"","","",""
966820," BCD2009668",4,47.7833,-64.0333,5,295455," ""Jul 08 2009"""," ""12:59:54""",24.9403,3.5007,,31.1111,4406,0.6001,40.663,2.657732,5,,,,,,,0.305,"","","",""
966820," BCD2009668",4,47.7833,-64.0333,4,295454," ""Jul 08 2009"""," ""13:00:20""",25.2913,3.55136,,31.508,4616,-0.0799,50.722,2.635416,4,,,,,,,0.251,"","","",""
966820," BCD2009668",4,47.7833,-64.0333,3,295453," ""Jul 08 2009"""," ""13:00:46""",25.7094,3.33772,,32.0265,4822,-0.0711,60.888,2.675941,3,,,,,,,0.262,"","","",""
966820," BCD2009668",4,47.7833,-64.0333,2,295452," ""Jul 08 2009"""," ""13:01:12""",26.0681,3.00574,,32.5006,5029,0.4246,70.958,2.752403,2,,,,,,,0.264,"","","",""
966820," BCD2009668",4,47.7833,-64.0333,1,295451," ""Jul 08 2009"""," ""13:01:37""",26.0869,2.802,,32.5252,5228,0.4457,80.646,2.756442,1,,,,,,,0.335,"","","",""
966820," BCD2009668",5,47.7833,-64.0333,10,295470," ""Oct 22 2009"""," ""12:56:17""",22.7513,3.28536,,29.3644,2775,8.7133,1.842,3.148033,10,,,,,,,1.37,"","","",""
966820," BCD2009668",5,47.7833,-64.0333,9,295469," ""Oct 22 2009"""," ""12:56:30""",22.7515,3.28919,,29.365,2875,8.7157,5.26,3.148421,9,,,,,,,1.74,"","","",""
966820," BCD2009668",5,47.7833,-64.0333,8,295468," ""Oct 22 2009"""," ""12:56:47""",22.8573,3.29034,,29.476,3013,8.5844,10.413,3.148807,8,,,,,,,1.65,"","","",""
966820," BCD2009668",5,47.7833,-64.0333,7,295467," ""Oct 22 2009"""," ""12:57:17""",23.2511,3.29028,,29.833,3257,7.7683,20.621,3.117503,7,,,,,,,1.15,"","","",""
966820," BCD2009668",5,47.7833,-64.0333,6,295466," ""Oct 22 2009"""," ""12:57:49""",24.4783,3.12091,,31.0538,3512,5.6369,30.769,3.056308,6,,,,,,,0.396,"","","",""
966820," BCD2009668",5,47.7833,-64.0333,5,295465," ""Oct 22 2009"""," ""12:58:22""",24.5942,3.18899,,31.0917,3772,4.8516,40.784,2.995807,5,,,,,,,0.362,"","","",""
966820," BCD2009668",5,47.7833,-64.0333,4,295464," ""Oct 22 2009"""," ""12:58:57""",24.8211,3.19757,,31.3008,4049,4.2484,50.933,2.965115,4,,,,,,,0.355,"","","",""
966820," BCD2009668",5,47.7833,-64.0333,3,295463," ""Oct 22 2009"""," ""12:59:31""",25.0196,3.15107,,31.4815,4328,3.669,61.138,2.933671,3,,,,,,,0.329,"","","",""
966820," BCD2009668",5,47.7833,-64.0333,2,295462," ""Oct 22 2009"""," ""13:00:06""",25.2971,3.08377,,31.7177,4605,2.6166,70.647,2.868095,2,,,,,,,0.307,"","","",""
966820," BCD2009668",5,47.7833,-64.0333,1,295461," ""Oct 22 2009"""," ""13:00:32""",25.6963,3.00995,,32.0847,4810,1.094,77.581,2.774555,1,,,,,,,0.3,"","","",""
966820," BCD2009668",6,47.7833,-64.0333,10,295480," ""Nov 24 2009"""," ""14:09:54""",23.5509,4.91083,,29.6798,1400,4.065,1.024,2.809297,10,,,,,,,1.06,"","","",""
966820," BCD2009668",6,47.7833,-64.0333,9,295479," ""Nov 24 2009"""," ""14:13:13""",23.5575,4.88155,,29.6885,2990,4.0682,5.242,2.810464,9,,,,,,,1.05,"","","",""
966820," BCD2009668",6,47.7833,-64.0333,8,295478," ""Nov 24 2009"""," ""14:13:34""",23.57,4.88261,,29.7077,3153,4.0984,10.356,2.81467,8,,,,,,,1.12,"","","",""
966820," BCD2009668",6,47.7833,-64.0333,7,295477," ""Nov 24 2009"""," ""14:14:14""",23.5894,4.88411,,29.7352,3473,4.1263,20.572,2.819632,7,,,,,,,0.907,"","","",""
966820," BCD2009668",6,47.7833,-64.0333,6,295476," ""Nov 24 2009"""," ""14:14:51""",23.7194,4.87268,,29.9393,3774,4.4657,30.315,2.86423,6,,,,,,,0.642,"","","",""
966820," BCD2009668",6,47.7833,-64.0333,5,295475," ""Nov 24 2009"""," ""14:15:32""",23.7809,4.81211,,30.0516,4101,4.7458,40.359,2.896506,5,,,,,,,0.536,"","","",""
966820," BCD2009668",6,47.7833,-64.0333,4,295474," ""Nov 24 2009"""," ""14:16:17""",24.2007,4.69508,,30.6166,4463,5.0157,50.354,2.967941,4,,,,,,,0.352,"","","",""
966820," BCD2009668",6,47.7833,-64.0333,3,295473," ""Nov 24 2009"""," ""14:17:03""",24.4789,4.61149,,30.9664,4826,5.0052,60.481,2.998196,3,,,,,,,0.324,"","","",""
966820," BCD2009668",6,47.7833,-64.0333,2,295472," ""Nov 24 2009"""," ""14:17:51""",24.7991,4.3919,,31.2856,5211,4.3512,70.136,2.973016,2,,,,,,,0.282,"","","",""
966820," BCD2009668",6,47.7833,-64.0333,1,295471," ""Nov 24 2009"""," ""14:18:16""",25.0961,4.02553,,31.5414,5416,3.3463,75.395,2.913026,1,,,,,,,0.301,"","","",""
989266," TEL2009892",668,47.784,-64.0237,1,336470," ""Sep 17 2009"""," ""07:07:29""",25.985,2.63969,,32.4059,5009,0.554,81.261,2.756048,1,,,,,,,,"","","",""
989266," TEL2009892",668,47.784,-64.0237,2,336471," ""Sep 17 2009"""," ""07:08:55""",25.8807,2.88406,,32.2851,5667,0.6848,70.209,2.756801,2,,,,,,,,"","","",""
989266," TEL2009892",668,47.784,-64.0237,3,336472," ""Sep 17 2009"""," ""07:10:05""",25.6953,3.10032,,32.0794,6208,1.0372,59.995,2.768783,3,,,,,,,,"","","",""
989266," TEL2009892",668,47.784,-64.0237,4,336473," ""Sep 17 2009"""," ""07:11:04""",25.3896,3.24404,,31.7714,6654,1.948,49.667,2.817408,4,,,,,,,,"","","",""
989266," TEL2009892",668,47.784,-64.0237,5,336474," ""Sep 17 2009"""," ""07:12:16""",25.0188,3.35507,,31.4204,7210,3.1203,39.743,2.883061,5,,,,,,,,"","","",""
989266," TEL2009892",668,47.784,-64.0237,6,336475," ""Sep 17 2009"""," ""07:13:10""",23.7416,3.42331,,30.604,7627,8.5768,29.913,3.257664,6,,,,,,,,"","","",""
989266," TEL2009892",668,47.784,-64.0237,7,336476," ""Sep 17 2009"""," ""07:14:24""",21.9833,3.41834,,29.1439,8202,12.3485,19.67,3.421855,7,,,,,,,,"","","",""
989266," TEL2009892",668,47.784,-64.0237,8,336477," ""Sep 17 2009"""," ""07:15:24""",21.243,3.39152,,28.4037,8662,13.2478,9.647,3.415433,8,,,,,,,,"","","",""
989266," TEL2009892",668,47.784,-64.0237,9,336478," ""Sep 17 2009"""," ""07:16:08""",21.2347,3.39115,,28.3926,9001,13.2455,4.865,3.41386,9,,,,,,,,"","","",""
989266," TEL2009892",668,47.784,-64.0237,10,336479," ""Sep 17 2009"""," ""07:16:41""",21.238,3.39044,,28.3956,9261,13.2401,1.934,3.413638,10,,,,,,,,"","","",""
966820," BCD2009668",1,47.7833,-64.0333,10,295430," ""May 05 2009"""," ""14:20:38""",21.7633,3.93329,,27.3728,3265,3.5239,1.767,2.571137,10,,,,,,,0.714,"","","",""
966820," BCD2009668",1,47.7833,-64.0333,9,295429," ""May 05 2009"""," ""14:20:47""",21.817,3.89418,,27.4175,3343,3.2866,5.345,2.558004,9,,,,,,,1.36,"","","",""
966820," BCD2009668",1,47.7833,-64.0333,8,295428," ""May 05 2009"""," ""14:21:01""",21.8707,3.90971,,27.4766,3455,3.1967,10.314,2.556738,8,,,,,,,2.99,"","","",""
966820," BCD2009668",1,47.7833,-64.0333,7,295427," ""May 05 2009"""," ""14:21:29""",22.8578,3.79795,,28.6023,3673,1.8664,20.357,2.553697,7,,,,,,,2.89,"","","",""
966820," BCD2009668",1,47.7833,-64.0333,6,295426," ""May 05 2009"""," ""14:21:57""",24.3147,3.82914,,30.371,3903,1.185,30.405,2.644666,6,,,,,,,3.47,"","","",""
966820," BCD2009668",1,47.7833,-64.0333,5,295425," ""May 05 2009"""," ""14:22:26""",24.8747,3.75309,,30.9895,4130,-0.125,40.502,2.592026,5,,,,,,,1.15,"","","",""
966820," BCD2009668",1,47.7833,-64.0333,4,295424," ""May 05 2009"""," ""14:22:56""",24.981,3.733,,31.1071,4369,-0.4267,50.718,2.57805,4,,,,,,,0.587,"","","",""
966820," BCD2009668",1,47.7833,-64.0333,3,295423," ""May 05 2009"""," ""14:23:25""",25.0924,3.69195,,31.2452,4606,-0.4213,60.86,2.589315,3,,,,,,,0.589,"","","",""
966820," BCD2009668",1,47.7833,-64.0333,2,295422," ""May 05 2009"""," ""14:23:56""",25.4616,3.57528,,31.7075,4851,-0.3047,70.994,2.633745,2,,,,,,,0.784,"","","",""
966820," BCD2009668",1,47.7833,-64.0333,1,295421," ""May 05 2009"""," ""14:24:16""",25.8558,3.35403,,32.2146,5010,0.0506,77.949,2.700706,1,,,,,,,0.586,"","","",""
966820," BCD2009668",2,47.7833,-64.0333,10,295440," ""May 20 2009"""," ""13:50:22""",21.3937,4.44489,,27.2565,540,6.4221,1.235,2.772002,10,,,,,,,0.934,"","","",""
966820," BCD2009668",2,47.7833,-64.0333,9,295439," ""May 20 2009"""," ""13:54:41""",21.4043,3.79457,,27.2661,2614,6.3956,5.399,2.771099,9,,,,,,,1.6,"","","",""
966820," BCD2009668",2,47.7833,-64.0333,8,295438," ""May 20 2009"""," ""13:54:55""",21.6628,3.81743,,27.5355,2728,5.9784,10.51,2.765158,8,,,,,,,2.07,"","","",""
966820," BCD2009668",2,47.7833,-64.0333,7,295437," ""May 20 2009"""," ""13:55:29""",24.0456,3.9264,,30.1191,2996,2.2623,20.854,2.707142,7,,,,,,,8.18,"","","",""
966820," BCD2009668",2,47.7833,-64.0333,6,295436," ""May 20 2009"""," ""13:55:55""",24.4181,3.82843,,30.5359,3203,1.6718,30.865,2.695492,6,,,,,,,0.648,"","","",""
966820," BCD2009668",2,47.7833,-64.0333,5,295435," ""May 20 2009"""," ""13:56:23""",24.7489,3.85119,,30.8894,3429,0.8571,40.538,2.660497,5,,,,,,,0.63,"","","",""
966820," BCD2009668",2,47.7833,-64.0333,4,295434," ""May 20 2009"""," ""13:56:55""",25.1696,3.73852,,31.3617,3684,0.0079,50.993,2.631161,4,,,,,,,1.06,"","","",""
966820," BCD2009668",2,47.7833,-64.0333,3,295433," ""May 20 2009"""," ""13:57:21""",25.4407,3.64897,,31.6883,3894,-0.1723,60.709,2.642266,3,,,,,,,1.07,"","","",""
966820," BCD2009668",2,47.7833,-64.0333,2,295432," ""May 20 2009"""," ""13:57:55""",25.7185,3.42881,,32.0334,4163,-0.1512,71.605,2.670561,2,,,,,,,0.626,"","","",""
966820," BCD2009668",2,47.7833,-64.0333,1,295431," ""May 20 2009"""," ""13:58:17""",25.9233,3.31978,,32.2948,4338,-0.0108,79.3,2.701938,1,,,,,,,1.12,"","","",""
