"ctd_file","cruise","event","lat","lon","trip","id","date","time","dens1","oxy1","theta1","sal1","scan","temp1","pressure","cond1","bottle","dens2","oxy2","theta2","sal2","temp2","cond2","fluor1","fluor2","ph","opt_phase","opt_temp"
766820," BCD2007668",3,47.783333,-64.033333,10,295300," ""May 23 2007"""," ""17:32:21""",23.0147,6.10532,,29.0845,778,4.7424,1.206,2.810006,10,,,,,,,1.1,"","","",""
766820," BCD2007668",3,47.783333,-64.033333,9,295299," ""May 23 2007"""," ""17:35:50""",23.0903,6.13973,,29.0985,2453,4.0539,5.431,2.75864,9,,,,,,,2.58,"","","",""
766820," BCD2007668",3,47.783333,-64.033333,8,295298," ""May 23 2007"""," ""17:36:02""",23.1572,6.16683,,29.1752,2549,3.9871,10.21,2.760319,8,,,,,,,5.35,"","","",""
766820," BCD2007668",3,47.783333,-64.033333,7,295297," ""May 23 2007"""," ""17:36:28""",23.6516,5.98573,,29.7734,2756,3.7717,20.446,2.795304,7,,,,,,,5.41,"","","",""
766820," BCD2007668",3,47.783333,-64.033333,6,295296," ""May 23 2007"""," ""17:36:56""",23.8298,5.71672,,29.9525,2981,3.3528,30.912,2.778335,6,,,,,,,1.08,"","","",""
766820," BCD2007668",3,47.783333,-64.033333,5,295295," ""May 23 2007"""," ""17:37:22""",24.0878,5.68045,,30.2362,3185,2.9584,40.602,2.771724,5,,,,,,,0.883,"","","",""
766820," BCD2007668",3,47.783333,-64.033333,4,295294," ""May 23 2007"""," ""17:37:50""",24.9924,5.54511,,31.1685,3410,0.4807,50.59,2.653271,4,,,,,,,1.05,"","","",""
766820," BCD2007668",3,47.783333,-64.033333,3,295293," ""May 23 2007"""," ""17:38:19""",25.4711,5.1733,,31.7216,3642,-0.2607,60.952,2.637835,3,,,,,,,0.927,"","","",""
766820," BCD2007668",3,47.783333,-64.033333,2,295292," ""May 23 2007"""," ""17:38:46""",25.6657,4.75837,,31.9692,3865,-0.1288,70.162,2.667413,2,,,,,,,0.999,"","","",""
766820," BCD2007668",3,47.783333,-64.033333,1,295291," ""May 23 2007"""," ""17:38:58""",25.8125,4.65696,,32.1568,3957,-0.0239,73.948,2.690172,1,,,,,,,0.778,"","","",""
766820," BCD2007668",4,47.783333,-64.033333,10,295310," ""Jun 07 2007"""," ""13:09:01""",22.8816,5.14756,,29.2568,2795,7.134,0.995,3.011952,10,,,,,,,1.72,"","","",""
766820," BCD2007668",4,47.783333,-64.033333,9,295309," ""Jun 07 2007"""," ""13:09:48""",23.0771,5.15589,,29.4677,3176,6.8987,5.803,3.013118,9,,,,,,,2.57,"","","",""
766820," BCD2007668",4,47.783333,-64.033333,8,295308," ""Jun 07 2007"""," ""13:10:00""",23.1219,5.20297,,29.5411,3269,7.0017,10.589,3.028295,8,,,,,,,2.06,"","","",""
766820," BCD2007668",4,47.783333,-64.033333,7,295307," ""Jun 07 2007"""," ""13:10:24""",23.8291,5.1632,,30.0975,3459,4.6261,20.303,2.890213,7,,,,,,,1.07,"","","",""
766820," BCD2007668",4,47.783333,-64.033333,6,295306," ""Jun 07 2007"""," ""13:10:48""",24.4697,5.22895,,30.7004,3654,2.809,30.49,2.798066,6,,,,,,,0.579,"","","",""
