"ctd_file","cruise","event","lat","lon","trip","id","date","time","dens1","oxy1","theta1","sal1","scan","temp1","pressure","cond1","bottle","dens2","oxy2","theta2","sal2","temp2","cond2","fluor1","fluor2","ph","opt_phase","opt_temp"
1366610," BCD2013666",1,44.2675,-63.3177,10,306900," ""Jan 09 2013"""," ""14:24:51""",24.5081,6.84452,,30.8702,2009,3.9396,1.877,2.901224,10,,,,,,,1.4861,"","","",""
1366610," BCD2013666",1,44.2675,-63.3177,9,306899," ""Jan 09 2013"""," ""14:24:59""",24.5089,7.05948,,30.8703,2065,3.9329,5.328,2.90084,9,,,,,,,1.5188,"","","",""
1366610," BCD2013666",1,44.2675,-63.3177,8,306898," ""Jan 09 2013"""," ""14:25:09""",24.5115,7.38882,,30.8725,2146,3.9239,10.506,2.900527,8,,,,,,,2.101,"","","",""
1366610," BCD2013666",1,44.2675,-63.3177,7,306897," ""Jan 09 2013"""," ""14:25:29""",24.5198,7.64419,,30.8809,2313,3.9069,20.697,2.900306,7,,,,,,,2.5087,"","","",""
1366610," BCD2013666",1,44.2675,-63.3177,6,306896," ""Jan 09 2013"""," ""14:25:50""",24.5241,7.52591,,30.8859,2477,3.9043,30.273,2.900927,6,,,,,,,2.2402,"","","",""
1366610," BCD2013666",1,44.2675,-63.3177,5,306895," ""Jan 09 2013"""," ""14:26:10""",24.5363,7.13945,,30.8957,2640,3.8564,40.904,2.898355,5,,,,,,,2.1759,"","","",""
1366610," BCD2013666",1,44.2675,-63.3177,4,306894," ""Jan 09 2013"""," ""14:26:32""",24.5524,6.81477,,30.9238,2813,3.9247,50.704,2.906657,4,,,,,,,2.6054,"","","",""
1366610," BCD2013666",1,44.2675,-63.3177,3,306893," ""Jan 09 2013"""," ""14:27:28""",25.151,5.45947,,31.9059,3261,5.647,76.302,3.134835,3,,,,,,,0.7487,"","","",""
1366610," BCD2013666",1,44.2675,-63.3177,2,306892," ""Jan 09 2013"""," ""14:28:15""",25.3303,5.14538,,32.1619,3635,5.8449,101.293,3.17539,2,,,,,,,0.6837,"","","",""
1366610," BCD2013666",1,44.2675,-63.3177,1,306891," ""Jan 09 2013"""," ""14:29:35""",25.6253,4.73907,,32.5814,4277,6.1471,141.292,3.24045,1,,,,,,,0.5072,"","","",""
