"sdate","stime","vessel","id","depth","Chl_a_Holm-Hansen_F","Phaeo_Holm-HansenF","Chl_int_140m","Phaeo_int_140m","Chl_int_50m","Phaeo_int_50m","gmt_doy","O2_Electrode","o2_ml","o2_um","Salinity_Sal_PSS","NO2NO3_Tech_F","SiO4_Tech_F","PO4_Tech_F","NH3_Tech_F","NO2_Tech_F"
"31-Aug-2011","14:29","SIGMA-T","306756",30,0.478259328358209,0.418955171641791,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.981,2.5025,0.7305,0.469,0.3995
"31-Aug-2011","14:29","SIGMA-T","306755",40,0.312442388059702,0.185977611940298,NA,NA,NA,NA,NA,85.0644558667013,6.2205,277.5,31.699,5.2865,5.37,1.036,0.37,0.2515
"31-Aug-2011","14:29","SIGMA-T","306754",50,0.446346268656716,0.291315331343284,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.471,2.9615,0.8505,0.379,0.2
"31-Aug-2011","14:29","SIGMA-T","306753",75,0.0345957649253731,0.0169134850746269,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.927,9.547,1.3585,0.144,0.1215
"31-Aug-2011","14:29","SIGMA-T","306752",100,0.0307517910447761,0.0190404839552239,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.188,10.0715,1.419,0.22,0.167
"31-Aug-2011","14:29","SIGMA-T","306751",140,0.0089692723880597,-0.0055353223880597,NA,NA,NA,NA,NA,55.1251212726367,3.6005,161,34.554,17.2055,15.34,1.6485,0.2815,0.149
"24-Sep-2011","00:26","HUDSON","382269",2,0.296682209059233,0.152708925940767,35.9953705479094,28.0442121800906,29.0680990818815,19.3448155976185,267,94.0061154953007,5.408,241.5,29.6653143778893,0.675,1.1955,0.214,0.272,NA
"24-Sep-2011","00:26","HUDSON","382267",10,0.395576278745645,0.224110444254355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6985,1.0145,0.1905,0.27,NA
"24-Sep-2011","00:26","HUDSON","382265",20,0.786896785714286,0.395680318285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6815,0.975,0.248,0.169,NA
"24-Sep-2011","00:26","HUDSON","382263",30,0.844125642857143,0.535547645142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.026,1.3785,0.4235,0.418,NA
"24-Sep-2011","00:26","HUDSON","382261",40,0.557981357142857,0.542472336857143,NA,NA,NA,NA,NA,85.362521941289,6.029,269,NA,1.0745,2.2185,0.5265,0.566,NA
"24-Sep-2011","00:26","HUDSON","382259",50,0.337888071428572,0.319642115571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2845,3.0875,0.7635,0.3425,NA
"24-Sep-2011","00:26","HUDSON","382257",60,0.170754773519164,0.181366866480836,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.248,4.437,0.8765,0.1635,NA
"24-Sep-2011","00:26","HUDSON","382255",80,0.0632425087108014,0.0674418112891986,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5305,8.1,1.0845,0.3375,NA
"24-Sep-2011","00:26","HUDSON","382253",100,0.0284591289198606,0.0568486910801394,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0795,10.8915,1.2375,0.2175,NA
"24-Sep-2011","00:26","HUDSON","382251",146,0.0110674390243902,0.0361241209756098,NA,NA,NA,NA,NA,51.207789506588,3.541,158.5,34.1177524829655,16.0855,16.2115,1.427,0.32,NA
"30-Sep-2011","13:01","HUDSON","382487",2,0.354370416376307,0.156516347623693,38.650131554007,28.533908642493,28.9554923336237,19.3806885363763,273,92.0362290617934,5.178,231.5,29.965,0.703,0.911,0.1735,0.1495,NA
"30-Sep-2011","13:01","HUDSON","382486",10,0.395576278745645,0.181536547254355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727,0.7595,0.1505,0.181,NA
"30-Sep-2011","13:01","HUDSON","382485",20,0.715360714285714,0.483641071714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7235,0.8335,0.2445,0.193,NA
"30-Sep-2011","13:01","HUDSON","382484",30,0.815511214285714,0.646285483714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8585,1.2765,0.3895,0.398,NA
"30-Sep-2011","13:01","HUDSON","382483",40,0.572288571428571,0.413192348571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4375,2.8065,0.712,0.227,NA
"30-Sep-2011","13:01","HUDSON","382482",50,0.41205862369338,0.25966286230662,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.414,3.3615,0.7895,0.288,NA
"30-Sep-2011","13:01","HUDSON","382481",60,0.288441036585366,0.236637026414634,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0215,4.323,0.9135,0.1655,NA
"30-Sep-2011","13:01","HUDSON","382480",80,0.0853773867595819,0.0816081332404182,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6805,7.693,1.134,0.116,NA
"30-Sep-2011","13:01","HUDSON","382479",100,0.0316212543554007,0.0482413856445993,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7115,9.0225,1.1725,0.199,NA
"30-Sep-2011","13:01","HUDSON","382478",165,0.0158106271777003,0.0386411728222997,NA,NA,NA,NA,NA,49.6623924854207,3.441,153.5,34.18,13.872,14.125,1.313,0.133,NA
"14-Oct-2011","15:30","HUDSON","383064",2,1.31626371428571,0.474026623714286,42.4199548170732,31.8106769759268,37.7447523606272,18.4151420723728,287,101.370491969819,6.088,271.89008,29.268,0.731,1.101,0.233,0.3915,NA
"14-Oct-2011","15:30","HUDSON","383063",10,1.33057092857143,0.508993455428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.735,1.041,0.2265,0.192,NA
"14-Oct-2011","15:30","HUDSON","383062",20,1.04442664285714,0.433794737142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582,0.8825,0.2185,0.262,NA
"14-Oct-2011","15:30","HUDSON","383061",30,0.486445285714286,0.318364132285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7125,1.484,0.308,0.3995,NA
"14-Oct-2011","15:30","HUDSON","383060",40,0.151782020905923,0.227565519094077,NA,NA,NA,NA,NA,90.4432620532675,6.165,275.3289,30.945,2.9215,3.299,0.6525,0.451,NA
"14-Oct-2011","15:30","HUDSON","383059",50,0.0774720731707317,0.191156806829268,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.425,4.846,0.825,0.162,NA
"14-Oct-2011","15:30","HUDSON","383058",60,0.0790531358885017,0.187760684111498,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.188,5.1715,0.934,0.1225,NA
"14-Oct-2011","15:30","HUDSON","383057",80,0.0553371951219512,0.124353744878049,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.307,7.815,1.0785,0.1395,NA
"14-Oct-2011","15:30","HUDSON","383056",100,0.0426886933797909,0.131557066620209,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85,9.6405,1.1525,0.134,NA
"14-Oct-2011","15:30","HUDSON","383055",185,0.0158106271777003,0.0967230928222997,NA,NA,NA,NA,NA,60.9225305342532,4.5305,202.35446,33.526,14.481,15.22,1.386,0.2755,NA
"07-Nov-2011","13:53","SIGMA-T","306770",1,1.3019565,0.521183202,56.2321182517422,32.9153704252578,51.1626254163763,23.0546656856237,311,94.4374107925925,6.213,277.5,29.892,1.0955,2.1495,0.4575,0.5015,0.2105
"07-Nov-2011","13:53","SIGMA-T","306769",5,1.33057092857143,0.541842819428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1015,2.134,0.4505,0.569,0.213
"07-Nov-2011","13:53","SIGMA-T","306768",10,1.3019565,0.537607884,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0835,2.5085,0.448,0.747,0.2105
"07-Nov-2011","13:53","SIGMA-T","306767",20,1.33057092857143,0.476144091428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0665,2.0585,0.435,0.48,0.209
"07-Nov-2011","13:53","SIGMA-T","306766",30,1.08734828571429,0.472996504285714,NA,NA,NA,NA,NA,92.1822004717592,6.038,270,30.338,1.1365,2.1455,0.4455,0.554,0.218
"07-Nov-2011","13:53","SIGMA-T","306765",40,0.629517428571429,0.405237537428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.317,2.093,0.4255,0.4265,0.3075
"07-Nov-2011","13:53","SIGMA-T","306764",50,0.20602931184669,0.29539658615331,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8775,2.3265,0.526,0.6245,0.2865
"07-Nov-2011","13:53","SIGMA-T","306763",75,0.0505940069686411,0.0964258530313589,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.463,9.3115,1.296,0.4085,0.1435
"07-Nov-2011","13:53","SIGMA-T","306762",100,0.0300401916376307,0.0843085883623693,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.767,10.9545,1.378,0.188,0.13
"07-Nov-2011","13:53","SIGMA-T","306761",140,0.0126485017421603,0.0508785982578397,NA,NA,NA,NA,NA,4.07244950163873,0.2955,13,33.306,13.6215,14.1165,1.5275,0.178,0.15
"22-Nov-2011","23:45","Dominion Victory","306780",1,1.3019565,0.718279386,57.1546115135017,42.6041083224983,52.3063446689895,31.3469262420104,326,97.1826976384657,6.4555,288.5,30.109,1.4885,2.293,0.4905,0.4435,0.26
"22-Nov-2011","23:45","Dominion Victory","306779",5,1.3019565,0.701854703999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4695,2.3025,0.48,0.5445,0.2525
"22-Nov-2011","23:45","Dominion Victory","306778",10,1.25903485714286,0.761201028857142,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4625,2.3785,0.4965,0.487,0.249
"22-Nov-2011","23:45","Dominion Victory","306777",20,1.3019565,0.685430022,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.474,2.735,0.49,0.6675,0.251
"22-Nov-2011","23:45","Dominion Victory","306776",30,1.33057092857143,0.656815593428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.491,2.434,0.5075,0.604,0.2525
"22-Nov-2011","23:45","Dominion Victory","306775",40,0.572288571428571,0.544589804571429,NA,NA,NA,NA,NA,97.4530827332408,6.3965,286,30.418,1.64,2.3325,0.5345,0.56,0.3455
"22-Nov-2011","23:45","Dominion Victory","306774",50,0.210149898083624,0.291275999916376,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.085,5.326,0.941,0.4415,0.163
"22-Nov-2011","23:45","Dominion Victory","306773",75,0.045850818815331,0.102984101184669,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9615,10.0935,1.298,0.6745,0.1385
"22-Nov-2011","23:45","Dominion Victory","306772",100,0.0252970034843206,0.0981270765156795,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7125,11.3105,1.37,0.241,0.143
"22-Nov-2011","23:45","Dominion Victory","306771",140,0.0126485017421603,0.0926249782578397,NA,NA,NA,NA,NA,72.793097872233,5.1415,229.5,33.428,13.44,13.5545,1.4735,0.722,0.151
"06-Dec-2011","13:08","SIGMA-T","306790",1,0.915661714285714,0.266915389714286,44.7583126633275,36.2977016311725,35.7091317726481,16.8680205593519,340,100.165264745872,6.888,307.5,30.122,1.5045,2.411,0.535,0.4455,0.2285
"06-Dec-2011","13:08","SIGMA-T","306789",5,0.7010535,0.28442742,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5315,3.4455,0.53,0.5005,0.235
"06-Dec-2011","13:08","SIGMA-T","306788",10,0.729667928571428,0.272237673428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.513,2.3785,0.527,0.694,0.2485
"06-Dec-2011","13:08","SIGMA-T","306787",20,0.643824642857143,0.308806913142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.537,2.404,0.5305,0.4905,0.245
"06-Dec-2011","13:08","SIGMA-T","306786",30,0.887047285714286,0.377653228285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.561,2.4075,0.536,0.5045,0.247
"06-Dec-2011","13:08","SIGMA-T","306785",40,0.743975142857143,0.356478551142857,NA,NA,NA,NA,NA,99.2399341897722,6.802,304,30.184,1.5605,2.6405,0.544,0.586,0.2495
"06-Dec-2011","13:08","SIGMA-T","306784",50,0.317285140243902,0.463236304756098,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.627,2.355,0.533,0.4855,0.273
"06-Dec-2011","13:08","SIGMA-T","306783",75,0.0426886933797909,0.180563686620209,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3235,5.8465,0.953,0.3725,0.173
"06-Dec-2011","13:08","SIGMA-T","306782",100,0.113836515679443,0.220134524320557,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7025,10.419,1.268,0.4325,0.151
"06-Dec-2011","13:08","SIGMA-T","306781",140,0.0158106271777003,0.0985381528222997,NA,NA,NA,NA,NA,66.7480262778167,4.478,200,33.933,15.6125,14.6275,1.501,0.4345,0.1565
