"sdate","stime","vessel","id","depth","Chl_a_Holm-Hansen_F","Phaeo_Holm-HansenF","Chl_int_140m","Phaeo_int_140m","Chl_int_50m","Phaeo_int_50m","gmt_doy","O2_Electrode","o2_ml","o2_um","Salinity_Sal_PSS","NO2NO3_Tech_F","SiO4_Tech_F","PO4_Tech_F","NH3_Tech_F","NO2_Tech_F"
"18-Apr-2012","12:57","SIGMA-T","306817",20,0.107935108218063,0.0412986707819365,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2835,0.3385,NA,0.093
"18-Apr-2012","12:57","SIGMA-T","306816",30,0.121426996745321,0.0651152270046786,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.244,0.327,NA,0.097
"18-Apr-2012","12:57","SIGMA-T","306815",40,0.327178296786005,0.161976867713995,NA,NA,NA,NA,NA,102.069584083642,7.9425,355,31.063,0.2635,0.7115,0.428,NA,0.106
"18-Apr-2012","12:57","SIGMA-T","306814",50,0.327178296786005,0.435572129213995,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.264,0.933,0.558,NA,0.139
"18-Apr-2012","12:57","SIGMA-T","306813",75,0.178767522986168,0.302096876013832,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4895,2.547,0.7815,NA,0.198
"18-Apr-2012","12:57","SIGMA-T","306812",100,0.101511090317331,0.272760299682669,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.859,5.574,0.808,NA,0.1405
"18-Apr-2012","12:57","SIGMA-T","306811",140,0.0682574572823434,0.247937337717657,NA,NA,NA,NA,NA,57.3065782903404,3.7175,166,34.514,16.8005,16.299,1.3845,NA,0.1935
"02-May-2012","12:21","SIGMA-T","306830",1,0.136514914564687,-0.00315384456468675,25.645837487795,33.1603802615801,19.7541996419854,14.6567206417646,123,98.730293055534,7.1465,319,30.603,0.211,1.032,0.3705,0.3675,0.12
"02-May-2012","12:21","SIGMA-T","306829",5,0.446978885272579,0.358715454727421,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172,0.727,0.35,0.4025,0.118
"02-May-2012","12:21","SIGMA-T","306828",10,0.595971847030106,0.411146077969894,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304,0.7765,0.405,0.58,0.128
"02-May-2012","12:21","SIGMA-T","306827",20,0.685367624084622,0.541485120915378,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9675,0.833,0.4845,1.228,0.149
"02-May-2012","12:21","SIGMA-T","306826",30,0.32380532465419,0.18193137084581,NA,NA,NA,NA,NA,94.6309644195698,6.968,311.5,31.53,1.2845,1.047,0.5125,1.3935,0.1655
"02-May-2012","12:21","SIGMA-T","306825",40,0.236108049227014,0.165994077522986,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1165,0.4785,0.3505,0.4625,0.114
"02-May-2012","12:21","SIGMA-T","306824",50,0.344043157445077,0.252891958554923,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3325,0.962,0.4055,0.8115,0.1785
"02-May-2012","12:21","SIGMA-T","306823",75,0.310313436126933,0.332220890123068,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6475,9.627,1.0015,0.8545,0.2705
"02-May-2012","12:21","SIGMA-T","306822",100,0.0350038242473556,0.240322255752644,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3355,12.1555,1.1415,0.2715,0.1895
"02-May-2012","12:21","SIGMA-T","306821",140,0.0210022945484133,0.166133400451587,NA,NA,NA,NA,NA,53.109848154295,3.4335,153.5,34.559,17.1375,15.5775,1.304,0.3515,0.194
"15-May-2012","12:20","SIGMA-T","306840",1,0.273210742676973,0.108164470323027,31.8351363835435,30.9688263008315,21.1877846646664,14.5429111947086,136,102.400059982352,7.098,317,30.745,0,0.545,0.2995,0.253,0.0795
"15-May-2012","12:20","SIGMA-T","306839",5,0.279956686940602,0.122145439809398,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.457,0.325,0.2315,0.081
"15-May-2012","12:20","SIGMA-T","306838",10,0.372482404393816,0.176854645606184,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.267,0.319,0.8795,0.1055
"15-May-2012","12:20","SIGMA-T","306837",20,0.417180292921074,0.168779227078926,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.62,0.3235,0.4295,0.0845
"15-May-2012","12:20","SIGMA-T","306836",30,0.387381700569569,0.345067699430431,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3775,0.3145,0.4765,0.0895
"15-May-2012","12:20","SIGMA-T","306835",40,0.491676773799837,0.478818681200163,NA,NA,NA,NA,NA,98.2127787429933,7.015,313.5,31.795,0,0.3395,0.3,0.4385,0.084
"15-May-2012","12:20","SIGMA-T","306834",50,0.670468327908869,0.483139477091131,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,1.176,0.4555,0.841,0.1965
"15-May-2012","12:20","SIGMA-T","306833",75,0.0420045890968267,0.164489970903173,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2045,9.2035,1.0145,0.64,0.2205
"15-May-2012","12:20","SIGMA-T","306832",100,0.0245026769731489,0.141123168026851,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.256,8.999,0.9555,0.699,0.1165
"15-May-2012","12:20","SIGMA-T","306831",140,0.0210022945484133,0.0843959704515867,NA,NA,NA,NA,NA,57.9270294667913,3.7065,165.5,34.612,16.549,13.598,1.238,0.4785,0.1235
"01-Jun-2012","12:20","Martha Black","380024",2,0.246,0.052,30.5535,22.102,21.769,11.613,153,104,6.633,296.22978,31.352,0.3865,0.4275,0.3145,0.311,0.0365
"01-Jun-2012","12:20","Lab Sea start","380023",10,0.31,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3795,0.5185,0.3075,0.178,0.0385
"01-Jun-2012","12:20","Lab Sea start","380022",20,0.422,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3775,1.2105,0.2985,0.161,0.037
"01-Jun-2012","12:20","Lab Sea start","380021",30,0.849,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486,0.4975,0.3615,0.186,0.0455
"01-Jun-2012","12:20","Lab Sea start","380020",40,0.3,0.255,NA,NA,NA,NA,NA,94.7,7.145,319.0957,31.4968,1.4575,2.107,0.545,0.264,0.079
"01-Jun-2012","12:20","Lab Sea start","380019",50,0.334,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5675,2.036,0.648,0.4445,0.153
"01-Jun-2012","12:20","Lab Sea start","380018",60,0.224,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3375,3.8015,0.8515,0.181,0.171
"01-Jun-2012","12:20","Lab Sea start","380017",80,0.121,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4665,5.7315,0.8555,0.1935,0.052
"01-Jun-2012","12:20","Lab Sea start","380016",100,0.021,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9975,9.05,0.9715,0.199,0.043
"01-Jun-2012","12:20","Lab Sea start","380015",150,0.025,0.068,NA,NA,NA,NA,NA,56.6,3.629,162.07,34.4868,16.786,15.413,1.315,0.136,0.062
"18-Jun-2012","12:28","SIGMA-T","306850",2,0.370649888059701,0.168111711940298,48.7842916231343,39.1533354268657,36.5276794029851,22.2931199720149,170,101.55520464213,6.439,288,31.023,0,0.2535,0.2455,0.194,0.076
"18-Jun-2012","12:28","SIGMA-T","306849",5,0.4209075,0.2020356,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.244,0.2535,0.2585,0.0815
"18-Jun-2012","12:28","SIGMA-T","306848",10,0.483729514925373,0.198140635074627,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1945,0.268,0.3585,0.088
"18-Jun-2012","12:28","SIGMA-T","306847",20,0.527704925373134,0.229928574626866,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1915,0.2775,0.2885,0.084
"18-Jun-2012","12:28","SIGMA-T","306846",30,0.767039776119403,0.523727623880597,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2315,0.2665,0.35,0.081
"18-Jun-2012","12:28","SIGMA-T","306845",40,1.32002194029851,0.879063259701493,NA,NA,NA,NA,NA,98.4302776629887,6.8525,306,31.602,0,0.7195,0.3695,0.425,0.094
"18-Jun-2012","12:28","SIGMA-T","306844",50,0.749201641791045,0.613275058208955,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072,1.122,0.4305,0.853,0.1125
"18-Jun-2012","12:28","SIGMA-T","306843",75,0.0639841567164179,0.193232153283582,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.671,7.555,0.9975,0.427,0.0995
"18-Jun-2012","12:28","SIGMA-T","306842",100,0.0246092910447761,0.100701218955224,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2115,10.7315,1.064,0.353,0.102
"18-Jun-2012","12:28","SIGMA-T","306841",154,0.0246092910447761,0.0545341889552238,NA,NA,NA,NA,NA,54.7976973257081,3.5065,156.5,34.64,16.9735,14.958,1.3335,0.0625,0.122
"04-Jul-2012","20:58","NEEDLER","384556",2,0.389496492537313,0.115592507462687,31.3287014552239,33.4605501822761,27.2189498507463,22.5577729242537,186,107.177743315235,5.9375,265,34.6590156555176,0.173,0.4765,0.243,0.3305,0.095
"04-Jul-2012","20:58","NEEDLER","384555",5,0.402060895522388,0.119864404477612,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173,0.506,0.254,0.361,0.0945
"04-Jul-2012","20:58","NEEDLER","384554",10,0.370649888059701,0.168111711940298,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1585,0.4925,0.2465,0.349,0.0965
"04-Jul-2012","20:58","NEEDLER","384553",20,0.463791492537314,0.301107707462686,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162,0.7805,0.3065,0.331,0.096
"04-Jul-2012","20:58","NEEDLER","384552",30,0.945421119402985,0.990729980597015,NA,NA,NA,NA,NA,NA,NA,NA,31.6365413665771,0.7475,1.8275,0.465,0.47,0.1795
"04-Jul-2012","20:58","NEEDLER","384551",40,0.642172835820896,0.624691464179104,NA,NA,NA,NA,NA,88.4101347006008,6.433,287,NA,1.749,2.2795,0.588,0.5715,0.2865
"04-Jul-2012","20:58","NEEDLER","384550",50,0.189491541044776,0.249095243955224,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.171,6.989,0.93,0.3235,0.313
"04-Jul-2012","20:58","NEEDLER","384549",75,0.044296723880597,0.113990236119403,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.108,8.0945,1.0165,0.331,0.1165
"04-Jul-2012","20:58","NEEDLER","384548",100,0.00738278731343284,0.111332432686567,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7465,11.417,1.215,0.327,0.117
"04-Jul-2012","20:58","NEEDLER","384547",149,0.0196874328358209,0.0660513371641791,NA,NA,NA,NA,NA,50.9401724314197,3.2575,145.5,30.6255874633789,17.92,15.915,1.428,0.346,0.1475
"21-Jul-2012","16:30","NEEDLER","388079",2,0.288981268656716,0.0561628813432835,28.2996958768657,32.4091558981343,22.0191162313433,18.3122404186567,203,99.4523405150976,5.378,240,34.5478172302246,0,0.229,0.187,0.1595,0.045
"21-Jul-2012","16:30","NEEDLER","388078",5,0.288981268656716,0.0814173313432835,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3885,0.194,0.122,0.041
"21-Jul-2012","16:30","NEEDLER","388077",10,0.339238880597015,0.149013819402985,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3035,0.2035,0.195,0.0415
"21-Jul-2012","16:30","NEEDLER","388076",20,0.58424473880597,0.32491546119403,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7945,0.3185,0.1005,0.0385
"21-Jul-2012","16:30","NEEDLER","388075",30,0.439754104477612,0.553587595522388,NA,NA,NA,NA,NA,NA,NA,NA,32.0327339172363,0,0.8285,0.3315,0.1445,0.043
"21-Jul-2012","16:30","NEEDLER","388074",40,0.571680335820895,0.615278814179104,NA,NA,NA,NA,NA,84.9261692558931,6.063,270.5,NA,0.4205,1.5055,0.4725,0.262,0.142
"21-Jul-2012","16:30","NEEDLER","388073",50,0.270134664179104,0.344390285820896,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.887,4.452,0.795,0.126,0.072
"21-Jul-2012","16:30","NEEDLER","388072",75,0.0492185820895522,0.171723632910448,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8575,9.713,1.0525,0.105,0.0515
"21-Jul-2012","16:30","NEEDLER","388071",100,0.0393748656716418,0.112316804328358,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8435,12.0515,1.183,0.137,0.0515
"21-Jul-2012","16:30","NEEDLER","388070",154,0.0196874328358209,0.0924324971641791,NA,NA,NA,NA,NA,52.1206416141289,3.3375,149,30.9208831787109,15.8525,15.096,1.314,0.1445,0.056
"05-Aug-2012","18:01","NEEDLER","388442",1,0.282699067164179,0.0792813828358207,35.7019835541045,25.6617186833955,29.6173363432836,17.5747365067164,218,100.145982733392,5.3315,238.5,34.6605262756348,0,0.3705,0.158,0.382,0.043
"05-Aug-2012","18:01","NEEDLER","388441",5,0.288981268656716,0.0898354813432835,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2745,0.1695,0.288,0.0455
"05-Aug-2012","18:01","NEEDLER","388440",10,0.408343097014925,0.189345552985074,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3245,0.1605,0.202,0.035
"05-Aug-2012","18:01","NEEDLER","388439",20,0.820554179104478,0.422407020895522,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5665,0.326,0.189,0.045
"05-Aug-2012","18:01","NEEDLER","388438",30,0.945421119402985,0.679989680597015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3755,1.1735,0.463,0.359,0.1115
"05-Aug-2012","18:01","NEEDLER","388437",40,0.552833731343284,0.356326468656716,NA,NA,NA,NA,NA,85.7009507314563,5.904,264,31.9946594238281,2.32,2.517,0.5985,0.2245,0.092
"05-Aug-2012","18:01","NEEDLER","388436",50,0.243631981343284,0.185061868656716,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.702,4.1005,0.843,0.3295,0.0625
"05-Aug-2012","18:01","NEEDLER","388435",75,0.0639841567164179,0.123981608283582,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.097,7.669,1.0155,0.4615,0.0535
"05-Aug-2012","18:01","NEEDLER","388434",100,0.0246092910447761,0.0776177039552239,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0335,12.675,1.219,0.2255,0.0555
"05-Aug-2012","18:01","NEEDLER","388433",183,0.031992078358209,0.00757966164179104,NA,NA,NA,NA,NA,49.0458901320122,3.1245,139.5,31.0110149383545,17.4515,16.7965,1.401,0.156,0.073
"21-Aug-2012","14:50","SAMBRO","306860",1,0.22598913283157,0.0890599561684296,36.9544515741456,33.3750082501044,27.9052828800854,18.3363491316646,234,101.243665231537,5.232,234,30.817,0.12,0.3955,0.1815,0.3655,0.1095
"21-Aug-2012","14:50","SAMBRO","306859",5,0.252972909886086,0.107675389363914,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0935,0.619,0.188,0.5135,0.084
"21-Aug-2012","14:50","SAMBRO","306858",10,0.290075603336046,0.161771116413954,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0925,0.3895,0.189,0.3065,0.0825
"21-Aug-2012","14:50","SAMBRO","306857",20,0.893957770545159,0.552629794454841,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0995,0.6685,0.345,0.3345,0.088
