"sdate","stime","vessel","id","depth","Chl_a_Holm-Hansen_F","Phaeo_Holm-HansenF","Chl_int","Phaeo_int","Chl_int_50m","Phaeo_int_50m","j_day","O2_Electrode","o2_ml","o2_um","NO3_Tech_F","SiO4_Tech_F","PO4_Tech_F","NH3_Tech_F","NO2_Tech_F","Salinity_Sal_PSS"
"10-Jun-2013","12:18","Viola M Davidson",370547,50,2.00547317647059,0.679354038529412,NA,NA,NA,NA,NA,NA,NA,NA,4.715,3.765,0.522,1.337,0.16,NA
"10-Jun-2013","12:18","Viola M Davidson",370546,95,0.704303079831933,1.15660890516807,NA,NA,NA,NA,NA,NA,NA,NA,6.37,5.455,0.741,1.5155,0.19,32.079
"15-Jul-2013","12:19","Viola M Davidson",370555,1,1.98159849579832,0.546968934201681,97.6459986722689,62.1695933327311,67.4491606680672,31.0302253369328,196,NA,NA,NA,5.26,4.375,0.6515,1.3325,0.21,31.638
"15-Jul-2013","12:19","Viola M Davidson",370554,10,1.93384913445378,0.651540035546218,NA,NA,NA,NA,NA,NA,NA,NA,5.445,4.68,0.542,0.7855,0.215,NA
"15-Jul-2013","12:19","Viola M Davidson",370553,25,1.0385486092437,0.495638370756303,NA,NA,NA,NA,NA,NA,NA,NA,6.94,5.88,0.633,0.753,0.23,NA
"15-Jul-2013","12:19","Viola M Davidson",370552,50,1.00585657142857,0.823251868571428,NA,NA,NA,NA,NA,NA,NA,NA,6.285,5.105,0.5285,0.809,0.195,NA
"15-Jul-2013","12:19","Viola M Davidson",370551,95,0.336225117647059,0.560720042352941,NA,NA,NA,NA,NA,NA,NA,NA,9.28,7.165,0.6435,0.606,0.15,32.553
"12-Aug-2013","12:13","Viola M Davidson",370560,1,2.63424242016807,0.576963339831932,256.143556651261,64.6635909287394,172.880607806723,34.1410054232773,224,NA,NA,NA,6.02,5.575,0.6765,1.353,0.315,31.502
"12-Aug-2013","12:13","Viola M Davidson",370559,10,4.01561344537815,0.762966554621848,NA,NA,NA,NA,NA,NA,NA,NA,5.975,4.955,0.631,0.7895,0.285,NA
"12-Aug-2013","12:13","Viola M Davidson",370558,25,3.63011455462185,0.80440768537815,NA,NA,NA,NA,NA,NA,NA,NA,6.69,5.17,0.5985,0.632,0.28,NA
"12-Aug-2013","12:13","Viola M Davidson",370557,50,3.00820976470588,0.457916375294117,NA,NA,NA,NA,NA,NA,NA,NA,7.06,5.21,0.642,0.6925,0.235,NA
"12-Aug-2013","12:13","Viola M Davidson",370556,95,0.692365739495798,0.898642980504202,NA,NA,NA,NA,NA,NA,NA,NA,10.345,8.03,0.724,0.451,0.13,32.854
"17-Sep-2013","12:16","Viola M Davidson",370565,1,1.57572892436975,0.484059150630252,117.236619441176,48.2922118963235,68.0846206071429,25.2095737553571,260,NA,NA,NA,6.745,6.27,0.734,1.5365,0.385,32.526
"17-Sep-2013","12:16","Viola M Davidson",370564,10,1.18179669327731,0.466033766722689,NA,NA,NA,NA,NA,NA,NA,NA,7.275,6.545,0.684,0.71,0.36,NA
"17-Sep-2013","12:16","Viola M Davidson",370563,25,1.20567137394958,0.45636452105042,NA,NA,NA,NA,NA,NA,NA,NA,7.33,6.48,0.7175,0.7425,0.365,NA
"17-Sep-2013","12:16","Viola M Davidson",370562,50,1.16985935294118,0.421149367058824,NA,NA,NA,NA,NA,NA,NA,NA,7.705,6.285,0.643,0.4795,0.36,NA
"17-Sep-2013","12:16","Viola M Davidson",370561,95,1.01467392857143,0.604745661428571,NA,NA,NA,NA,NA,NA,NA,NA,8,6.45,0.716,0.8375,0.345,32.638
"15-Oct-2013","12:19","Viola M Davidson",370570,1,8.54390861645746,0.424308975209204,631.831030727336,80.453760330997,422.35018170014,37.3223539081937,288,NA,NA,NA,5.98,3.455,0.798,1.212,0.34,32.87
"15-Oct-2013","12:19","Viola M Davidson",370569,10,9.00574151464435,0.790311547022312,NA,NA,NA,NA,NA,NA,NA,NA,5.88,3.495,0.634,0.2935,0.295,NA
"15-Oct-2013","12:19","Viola M Davidson",370568,25,7.10296428312413,0.573472395209203,NA,NA,NA,NA,NA,NA,NA,NA,6.22,3.875,0.73,0.337,0.305,NA
"15-Oct-2013","12:19","Viola M Davidson",370567,50,6.05591377126918,0.775100365397488,NA,NA,NA,NA,NA,NA,NA,NA,6.915,4.315,0.7135,0.5095,0.285,NA
"15-Oct-2013","12:19","Viola M Davidson",370566,95,3.25434618549512,1.14185103117155,NA,NA,NA,NA,NA,NA,NA,NA,7.945,5.43,0.7965,0.5365,0.24,32.982
"21-Nov-2013","15:12","Viola M Davidson",370575,1,4.04670873500697,0.0451363666596923,255.933103492329,65.5134553001708,147.690719496513,30.7103452459867,325,NA,NA,NA,6.565,3.155,0.8485,1.367,0.26,32.802
"21-Nov-2013","15:12","Viola M Davidson",370574,10,2.66007427336123,0.620165188305439,NA,NA,NA,NA,NA,NA,NA,NA,6.89,3.16,0.807,0.465,0.205,NA
"21-Nov-2013","15:12","Viola M Davidson",370573,25,2.12239968619247,0.582952447140864,NA,NA,NA,NA,NA,NA,NA,NA,6.56,3.28,0.77,0.4375,0.205,NA
"21-Nov-2013","15:12","Viola M Davidson",370572,50,2.91476223570432,0.636012439295676,NA,NA,NA,NA,NA,NA,NA,NA,7.075,3.37,0.8025,0.316,0.165,NA
"21-Nov-2013","15:12","Viola M Davidson",370571,95,1.89601038633194,0.910792452001394,NA,NA,NA,NA,NA,NA,NA,NA,7.825,4.215,0.836,0.353,0.17,32.966
"17-Dec-2013","13:51","Viola M Davidson",370580,1,0.674908313807532,0.388225668692468,72.8645331823571,49.1636961193096,40.6530000233612,23.0861592033054,351,NA,NA,NA,9.585,6.695,0.934,0.456,0.18,NA
"17-Dec-2013","13:51","Viola M Davidson",370579,10,0.756715382147838,0.367518254518828,NA,NA,NA,NA,NA,NA,NA,NA,9.235,6.615,0.9065,0.5115,0.19,NA
"17-Dec-2013","13:51","Viola M Davidson",370578,25,0.705585964435147,0.41864767223152,NA,NA,NA,NA,NA,NA,NA,NA,9.46,6.705,0.921,0.3,0.15,NA
"17-Dec-2013","13:51","Viola M Davidson",370577,50,0.766941265690377,0.491711610142956,NA,NA,NA,NA,NA,NA,NA,NA,9.515,6.705,0.932,0.353,0.145,NA
"17-Dec-2013","13:51","Viola M Davidson",370576,95,0.664682430264993,0.66729003056834,NA,NA,NA,NA,NA,NA,NA,NA,9.54,6.545,0.915,0.28,0.15,NA
