no_head,,,,,,,,,,,,,,,,,,,,,,,,
CTD9966, BCD1999668,3,47.7838,-64.0333,1,205421," ""Jun 09 1999"""," ""22:59:05""",21.82444,7.61723, ,28.3264, ,9.4969,1, ,1, , , , , , ,0.9174
CTD9966, BCD1999668,3,47.7838,-64.0333,2,205422," ""Jun 09 1999"""," ""22:59:05""",21.86181,7.72465, ,28.327, ,9.2509,5, ,2, , , , , , ,0.9905
CTD9966, BCD1999668,3,47.7838,-64.0333,3,205423," ""Jun 09 1999"""," ""22:59:05""",22.04239,7.7702, ,28.3462, ,8.0852,10, ,3, , , , , , ,0.7277
CTD9966, BCD1999668,3,47.7838,-64.0333,4,205424," ""Jun 09 1999"""," ""22:59:05""",23.90626,7.79168, ,30.1524, ,4.2794,20, ,4, , , , , , ,1.832
CTD9966, BCD1999668,3,47.7838,-64.0333,5,205425," ""Jun 09 1999"""," ""22:59:05""",24.32789,7.24788, ,30.4563, ,2.0787,30, ,5, , , , , , ,3.661
CTD9966, BCD1999668,3,47.7838,-64.0333,6,205426," ""Jun 09 1999"""," ""22:59:05""",24.70949,7.29038, ,30.8872, ,1.5151,40, ,6, , , , , , ,1.177
CTD9966, BCD1999668,3,47.7838,-64.0333,7,205427," ""Jun 09 1999"""," ""22:59:05""",25.09243,7.07483, ,31.2538, ,-0.2366,50, ,7, , , , , , ,0.5701
CTD9966, BCD1999668,3,47.7838,-64.0333,8,205428," ""Jun 09 1999"""," ""22:59:05""",25.27529,7.18503, ,31.4642, ,-0.5882,60, ,8, , , , , , ,0.4551
CTD9966, BCD1999668,3,47.7838,-64.0333,9,205429," ""Jun 09 1999"""," ""22:59:05""",25.44212,6.87821, ,31.6674, ,-0.6607,70, ,9, , , , , , ,0.5193
CTD9966, BCD1999668,3,47.7838,-64.0333,10,205430," ""Jun 09 1999"""," ""22:59:05""",25.55037,6.45021, ,31.8057, ,-0.5572,79, ,10, , , , , , ,0.5362
CTD9966, BCD1999668,5,47.7838,-64.0333,1,205441," ""Aug 02 1999"""," ""15:43:56""",20.21946,5.86691, ,28.2497, ,17.5361,1, ,1, , , , , , ,0.7466
CTD9966, BCD1999668,5,47.7838,-64.0333,2,205442," ""Aug 02 1999"""," ""15:43:56""",20.64729,5.93178, ,28.3671, ,16.0295,5, ,2, , , , , , ,1.302
CTD9966, BCD1999668,5,47.7838,-64.0333,3,205443," ""Aug 02 1999"""," ""15:43:56""",21.3845,6.0978, ,28.4579, ,12.7173,10, ,3, , , , , , ,2.234
CTD9966, BCD1999668,5,47.7838,-64.0333,4,205444," ""Aug 02 1999"""," ""15:43:56""",22.73361,5.87087, ,29.5038, ,9.5607,20, ,4, , , , , , ,1.556
CTD9966, BCD1999668,5,47.7838,-64.0333,5,205445," ""Aug 02 1999"""," ""15:43:56""",24.02461,6.59815, ,30.4817, ,5.6514,30, ,5, , , , , , ,1.613
CTD9966, BCD1999668,5,47.7838,-64.0333,6,205446," ""Aug 02 1999"""," ""15:43:56""",25.28366,6.77247, ,31.5745, ,1.1389,40, ,6, , , , , , ,0.5295
CTD9966, BCD1999668,5,47.7838,-64.0333,7,205447," ""Aug 02 1999"""," ""15:43:56""",25.45863,6.50705, ,31.7559, ,0.6131,50, ,7, , , , , , ,0.3647
CTD9966, BCD1999668,5,47.7838,-64.0333,8,205448," ""Aug 02 1999"""," ""15:43:56""",25.62696,6.39899, ,31.9489, ,0.3581,60, ,8, , , , , , ,0.35
CTD9966, BCD1999668,5,47.7838,-64.0333,9,205449," ""Aug 02 1999"""," ""15:43:56""",25.78722,5.96112, ,32.128, ,0.022,70, ,9, , , , , , ,0.3778
CTD9966, BCD1999668,5,47.7838,-64.0333,10,205450," ""Aug 02 1999"""," ""15:43:56""",25.84272,5.61123, ,32.201, ,0.0964,80, ,10, , , , , , ,0.4676
CTD9966, BCD1999668,5,47.7838,-64.0333,1,205451," ""Aug 23 1999"""," ""15:43:56""",20.21946,5.86691, ,28.2497, ,17.5361,1, ,1, , , , , , ,0.7466
CTD9966, BCD1999668,5,47.7838,-64.0333,2,205452," ""Aug 23 1999"""," ""15:43:56""",20.64729,5.93178, ,28.3671, ,16.0295,5, ,2, , , , , , ,1.302
CTD9966, BCD1999668,5,47.7838,-64.0333,3,205453," ""Aug 23 1999"""," ""15:43:56""",21.3845,6.0978, ,28.4579, ,12.7173,10, ,3, , , , , , ,2.234
CTD9966, BCD1999668,5,47.7838,-64.0333,4,205454," ""Aug 23 1999"""," ""15:43:56""",22.73361,5.87087, ,29.5038, ,9.5607,20, ,4, , , , , , ,1.556
CTD9966, BCD1999668,5,47.7838,-64.0333,5,205455," ""Aug 23 1999"""," ""15:43:56""",24.02461,6.59815, ,30.4817, ,5.6514,30, ,5, , , , , , ,1.613
CTD9966, BCD1999668,5,47.7838,-64.0333,6,205456," ""Aug 23 1999"""," ""15:43:56""",25.28366,6.77247, ,31.5745, ,1.1389,40, ,6, , , , , , ,0.5295
